# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  petml/data/unsupervised/jackhmmer_hmm_b04.txt
# target sequence database:        petml/data/tmp/sequences.fasta
# output directed to file:         ./petml_output/homolog_hmmout/output.txt
# MSA of all hits saved to file:   ./petml_output/homolog_hmmout/aln.sto
# per-seq hits tabular output:     ./petml_output/homolog_hmmout/tab_output.txt
# show alignments in output:       no
# sequence reporting threshold:    score >= 0
# domain reporting threshold:      score >= 0
# sequence inclusion threshold:    score >= 0
# domain inclusion threshold:      score >= 0
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       PETH_IDESA_b04  [M=314]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence Description

>> Seq85  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  254.3   3.4   3.7e-77   3.7e-77       8     310 ..      10     289 ..       4     296 .. 0.96

>> Seq315  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  253.7   4.0   5.7e-77   5.7e-77       9     310 ..      11     288 ..       4     295 .. 0.93

>> Seq432  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  253.6   4.9     6e-77     6e-77       9     306 ..      11     284 ..       4     295 .. 0.93

>> Seq383  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  253.8   5.6   5.4e-77   5.4e-77       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq426  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  253.6   4.7   5.9e-77   5.9e-77       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq298  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  253.3   3.4   7.4e-77   7.4e-77       9     310 ..      11     288 ..       4     295 .. 0.93

>> Seq453  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  253.4   4.8   6.9e-77   6.9e-77       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq36  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  252.8   0.0     1e-76     1e-76      29     311 ..       2     257 ..       1     260 [] 0.97

>> Seq336  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  252.8   5.3     1e-76     1e-76       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq163  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  252.5   4.5   1.3e-76   1.3e-76       9     306 ..      11     284 ..       4     295 .. 0.93

>> Seq395  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  251.5   4.2   2.7e-76   2.7e-76       9     310 ..      11     288 ..       4     295 .. 0.93

>> Seq192  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  250.7   3.4   4.7e-76   4.7e-76       9     310 ..      11     288 ..       4     295 .. 0.93

>> Seq331  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  250.6   3.6   4.8e-76   4.8e-76       9     310 ..      11     288 ..       4     295 .. 0.93

>> Seq425  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  250.3   3.8   5.9e-76   5.9e-76       9     310 ..      11     288 ..       4     295 .. 0.93

>> Seq360  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  250.3   4.7   6.2e-76   6.2e-76       9     306 ..      11     284 ..       4     295 .. 0.93

>> Seq168  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  250.1   4.9   6.8e-76   6.8e-76      23     309 ..       2     261 ..       1     265 [. 0.97

>> Seq423  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  249.4   1.7   1.1e-75   1.1e-75      32     311 ..       2     259 ..       1     262 [. 0.97

>> Seq232  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  249.1   4.3   1.4e-75   1.4e-75       9     306 ..      11     284 ..       4     295 .. 0.93

>> Seq334  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  249.2   2.9   1.3e-75   1.3e-75       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq357  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  248.4   0.5   2.3e-75   2.3e-75      30     309 ..       1     251 [.       1     258 [. 0.96

>> Seq297  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  248.0   4.2     3e-75     3e-75       9     310 ..      11     288 ..       4     295 .. 0.93

>> Seq335  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  247.6   1.1     4e-75     4e-75      29     311 ..       2     254 ..       1     257 [] 0.98

>> Seq83  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  247.4   4.1   4.6e-75   4.6e-75       9     310 ..      11     288 ..       4     295 .. 0.93

>> Seq271  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  247.5   9.8   4.4e-75   4.4e-75       6     310 ..      13     287 ..       7     291 .. 0.93

>> Seq164  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  246.7   9.9   7.8e-75   7.8e-75       6     310 ..      13     287 ..       7     291 .. 0.93

>> Seq388  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  246.5   9.5   8.7e-75   8.7e-75       6     310 ..      13     287 ..       7     291 .. 0.93

>> Seq296  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  246.1   9.8   1.2e-74   1.2e-74       6     310 ..      13     287 ..       7     291 .. 0.93

>> Seq131  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  245.6   9.5   1.7e-74   1.7e-74       6     310 ..      13     287 ..       7     291 .. 0.93

>> Seq14  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  245.3   0.1     2e-74     2e-74      29     311 ..      20     286 ..      14     289 .. 0.95

>> Seq42  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  244.6   7.1   3.3e-74   3.3e-74       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq123  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  244.6   1.0   3.3e-74   3.3e-74      29     311 ..       2     254 ..       1     257 [] 0.97

>> Seq346  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  244.2   7.3   4.4e-74   4.4e-74       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq243  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  244.1   7.9   4.6e-74   4.6e-74       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq72  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  244.0   9.4   4.9e-74   4.9e-74       6     310 ..      13     287 ..       7     291 .. 0.93

>> Seq313  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  243.9   7.5   5.4e-74   5.4e-74       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq18  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  243.8   7.5   5.8e-74   5.8e-74       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq239  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  243.6   9.9   6.4e-74   6.4e-74       6     310 ..      13     287 ..       7     291 .. 0.93

>> Seq103  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  243.5   2.0   7.3e-74   7.3e-74      28     306 ..     156     413 ..     146     425 .. 0.95

>> Seq43  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  243.5   1.5   7.3e-74   7.3e-74      28     306 ..     156     413 ..     146     425 .. 0.95

>> Seq252  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  243.4   1.3   7.9e-74   7.9e-74      28     306 ..     156     413 ..     146     425 .. 0.95

>> Seq437  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  243.4   7.7   7.8e-74   7.8e-74       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq11  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  243.1   1.8   9.7e-74   9.7e-74      28     306 ..     156     413 ..     146     425 .. 0.95

>> Seq236  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  243.0   1.6   9.8e-74   9.8e-74      28     306 ..     156     413 ..     146     425 .. 0.95

>> Seq490  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  243.2   8.1   8.8e-74   8.8e-74       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq40  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  243.1   6.9   9.1e-74   9.1e-74       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq347  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  243.0   9.7     1e-73     1e-73       6     310 ..      13     287 ..       7     291 .. 0.93

>> Seq393  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  243.0   7.7     1e-73     1e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq328  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.7   7.1   1.2e-73   1.2e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq203  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.7   8.0   1.3e-73   1.3e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq340  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.6  10.0   1.3e-73   1.3e-73       6     310 ..      13     287 ..       7     291 .. 0.93

>> Seq208  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.5   7.8   1.5e-73   1.5e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq78  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.5   7.8   1.5e-73   1.5e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq229  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.2   1.7   1.7e-73   1.7e-73      28     306 ..     156     413 ..     146     425 .. 0.95

>> Seq41  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.2   1.7   1.7e-73   1.7e-73      28     306 ..     156     413 ..     146     425 .. 0.95

>> Seq255  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.2   1.5   1.7e-73   1.7e-73      28     306 ..     156     413 ..     146     425 .. 0.95

>> Seq294  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.4   7.5   1.5e-73   1.5e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq260  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.4   8.0   1.6e-73   1.6e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq460  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.4   0.6   1.5e-73   1.5e-73      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq355  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.3   7.1   1.6e-73   1.6e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq230  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.3   7.1   1.6e-73   1.6e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq244  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.2   7.1   1.7e-73   1.7e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq356  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.3   1.1   1.7e-73   1.7e-73      29     311 ..       2     254 ..       1     257 [] 0.98

>> Seq406  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.1   7.8   1.9e-73   1.9e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq160  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.0   8.2     2e-73     2e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq234  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  242.0   7.6   2.1e-73   2.1e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq428  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  241.9   7.5   2.2e-73   2.2e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq159  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  241.9   7.3   2.2e-73   2.2e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq452  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  241.9   7.8   2.3e-73   2.3e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq97  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  241.7   7.8   2.6e-73   2.6e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq377  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  241.6   7.5   2.6e-73   2.6e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq35  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  241.5   7.5   2.9e-73   2.9e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq293  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  241.5   7.5   2.9e-73   2.9e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq158  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  241.2   7.9   3.5e-73   3.5e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq372  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  241.2   8.2   3.5e-73   3.5e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq55  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  241.1   8.1   3.8e-73   3.8e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq411  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  241.1   7.8   3.9e-73   3.9e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq92  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  241.1   7.7   3.9e-73   3.9e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq468  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.9   1.6   4.5e-73   4.5e-73      28     306 ..     156     413 ..     146     425 .. 0.95

>> Seq138  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.9   7.8   4.5e-73   4.5e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq441  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.9   7.5   4.5e-73   4.5e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq295  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.7   0.1   5.1e-73   5.1e-73      29     311 ..      20     286 ..      14     289 .. 0.95

>> Seq142  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.7   8.2   5.2e-73   5.2e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq124  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.6   7.9   5.4e-73   5.4e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq90  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.6   7.4   5.5e-73   5.5e-73       6     302 ..      13     280 ..       7     291 .. 0.93

>> Seq51  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.5   0.2   5.8e-73   5.8e-73      28     311 ..      31     305 ..       3     308 .] 0.91

>> Seq375  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.4   0.1   6.2e-73   6.2e-73      29     311 ..      20     286 ..      14     289 .. 0.95

>> Seq369  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.4   0.5   6.1e-73   6.1e-73      28     311 ..      31     305 ..       3     308 .] 0.90

>> Seq70  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.4   0.1   6.4e-73   6.4e-73      29     311 ..      20     286 ..      14     289 .. 0.95

>> Seq5  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  240.1   1.5   7.6e-73   7.6e-73      28     306 ..     156     413 ..     146     425 .. 0.95

>> Seq493  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
